,A,B,C
140,0.619710368537,0.65368336707,1.0
141,0.62089116313,0.583147678441,1.0
142,0.625408742145,0.69331331003,1.0
143,0.628248103687,0.513247843202,1.0
144,0.631161016855,0.736617895492,1.0
145,0.633747828781,0.897042761784,1.0
146,0.636617878006,0.205401485539,1.0
147,0.63893870236,0.133568782197,0.0
148,0.646340608891,0.0577367809325,0.0
149,0.649836652579,0.543300483557,1.0
150,0.654781326428,0.0092671684801,0.0
151,0.657660386483,0.912124160924,1.0
152,0.658229815929,0.0818703064733,0.0
153,0.659181540317,0.808692083177,1.0
154,0.663688829485,0.723117678242,1.0
155,0.67048621885,0.0486763212437,0.0
156,0.672340797351,0.222690215966,0.0
157,0.672828381874,0.727858140906,1.0
158,0.677610885699,0.117415745845,0.0
159,0.677764458623,0.0909416444517,0.0
160,0.685799492734,0.0781027221474,0.0
161,0.692704598587,0.989099470089,1.0
162,0.694001162793,0.0867377698484,0.0
163,0.697498427621,0.477448520441,1.0
164,0.698250029122,0.972910627591,1.0
165,0.705227881025,0.0894607205115,0.0
166,0.716603325992,0.954608863391,1.0
167,0.718717425223,0.11264676102,0.0
168,0.720928376671,0.510375354033,1.0
169,0.722443827571,0.926039697896,1.0
170,0.724216712076,0.375645533802,1.0
171,0.732359767939,0.395948709953,1.0
172,0.742269014765,0.217269210178,0.0
173,0.743140121523,0.74054107848,1.0
174,0.744668841165,0.564168722273,1.0
175,0.744705151565,0.907936958736,1.0
176,0.746559350717,0.978333284924,1.0
177,0.746766366738,0.757282750258,1.0
178,0.747480864938,0.578311265059,1.0
179,0.756443154056,0.643309099999,1.0
180,0.759401809334,0.16249426254,0.0
181,0.759990536061,0.610076580079,1.0
182,0.775544475099,0.321167702119,1.0
183,0.790006182003,0.137272954801,0.0
184,0.790681968589,0.347769887139,1.0
185,0.792519473881,0.954034822655,1.0
186,0.796143465162,0.140611875634,0.0
187,0.798860119508,0.328117637742,1.0
188,0.804587644021,0.539300263919,1.0
189,0.804633076975,0.703557035102,1.0
190,0.806488493794,0.765827682924,1.0
191,0.811408902565,0.574133353175,1.0
192,0.820549473186,0.669833964893,1.0
193,0.82074755171,0.936669379751,1.0
194,0.822417301227,0.022735327322,1.0
195,0.82385535139,0.725023945909,1.0
196,0.824689812542,0.408866935819,1.0
197,0.830472619567,0.933775562585,1.0
198,0.832143173769,0.980160537321,1.0
199,0.834723945577,0.287630341614,1.0
200,0.838337116963,0.45343230018,1.0
201,0.845303925143,0.605738948089,1.0
202,0.851765292351,0.493912420342,1.0
203,0.852341336566,0.938560501741,1.0
204,0.855450193306,0.301764435144,1.0
205,0.859342184168,0.851059738578,1.0
206,0.860140596899,0.906767311525,1.0
207,0.864026934429,0.933023933783,1.0
208,0.869700313362,0.997171803089,1.0
209,0.870839598645,0.0114357341942,1.0
210,0.872383017399,0.458914471032,1.0
211,0.872579232607,0.826989825276,1.0
212,0.874190374054,0.396994574278,1.0
213,0.879326255146,0.538577923709,1.0
214,0.884234845215,0.823360437376,1.0
215,0.887259308529,0.0335762757543,1.0
216,0.901209423599,0.310977948385,1.0
217,0.903403704073,0.456798475712,1.0
218,0.90342406205,0.66925585341,1.0
219,0.904155290894,0.572701674228,1.0
220,0.909387638428,0.112844638766,1.0
221,0.912829016024,0.0621243318005,1.0
222,0.912929878484,0.121874105733,1.0
223,0.913486974482,0.0690191461603,1.0
224,0.915255908743,0.346159734988,1.0
225,0.92092909878,0.790767664425,1.0
226,0.921868149932,0.479079263016,1.0
227,0.927672760844,0.558086650807,1.0
228,0.934248393683,0.586830498571,1.0
229,0.94029189178,0.298362988703,1.0
230,0.945974085779,0.402265350811,1.0
231,0.946261532882,0.883756621845,1.0
232,0.950555169851,0.320665115393,1.0
233,0.951521525381,0.731517483116,1.0
234,0.962893292869,0.992856598581,1.0
235,0.966500209463,0.869620285311,1.0
236,0.9672697473,0.661792538125,1.0
237,0.969203630574,0.982993888371,1.0
238,0.970184726809,0.662226799714,1.0
239,0.971489581211,0.994123660477,1.0
240,0.973146815822,0.289004137404,1.0
241,0.977944484577,0.873135058488,1.0
242,0.979942242782,0.682730354102,1.0
243,0.980244632603,0.714141287498,1.0
244,0.98081813866,0.91322972567,1.0
245,0.988119214782,0.173182423857,1.0
246,0.992257139395,0.273457536755,1.0
247,0.992692043627,0.247465429309,1.0
248,0.997425922956,0.567781222421,1.0
249,0.998902333229,0.413301366048,1.0
